caseid,commonweight,age,gender,ed,race_id,married,registered,pid_text,ideology,income,pol_interest,CC21_320a_t,CC21_320b_t,CC21_320c_t,CC21_320d_t,CC21_320e_t,CC21_321a_t,CC21_321b_t,CC21_321c_t,CC21_321d_t,CC21_321e_t,CC21_321f_t,CC21_322a_t,CC21_322b_t,CC21_322c_t,CC21_322d_t,CC21_322e_t,CC21_323a_t,CC21_323b_t,CC21_323c_t,CC21_323d_t,CC21_323e_t,CC21_323f_t,CC21_324a_t,CC21_324b_t,CC21_324c_t,CC21_324d_t,CC21_325a_t,CC21_325b_t,CC21_325c_t,CC21_325d_t
1646557495,0.687769654307467,42,Female,some college but no degree (yet),White,single,registered,Republican,an extremely conservative,"less than $10,000",some of the time,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support
1646649571,0.483888421326961,64,Male,some college but no degree (yet),White,divorced,registered,Independent,a moderate,"$10,000 to $19,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1646651835,0.557602844205592,55,Male,some college but no degree (yet),White,single,registered,Independent,a moderate,"$60,000 to $69,999",hardly at all,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support
1646651667,0.399388198959644,59,Female,some college but no degree (yet),White,married,registered,Republican,a slightly conservative,"$20,000 to $29,999",only now and then,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose
1646674389,1.41116790504557,23,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",Asian or Asian-American,single,registered,Independent,an extremely liberal,"$20,000 to $29,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1646620491,0.317209797686843,61,Male,a high school diploma,White,single,registered,Independent,a moderate,"$10,000 to $19,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support
1646620527,1.71927551230914,58,Male,a high school diploma,White,single,unregistered,Independent,a liberal,"$10,000 to $19,999",some of the time,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose
1646651753,0.573497559595286,59,Female,a 2-year college degree,White,married,registered,Independent,a moderate,"$60,000 to $69,999",only now and then,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support
1646651817,1.74084120966216,58,Female,a high school diploma,White,widowed,unregistered,Democrat,a moderate,"$30,000 to $39,999",some of the time,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support
1646651567,0.588650235923247,56,Male,a 2-year college degree,White,separated,registered,Democrat,a liberal,"$10,000 to $19,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support
1646656079,1.26179895290965,29,Female,a 4-year college degree,White,married,registered,Republican,a conservative,"$100,000 to $119,999",only now and then,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support
1646682383,1.8145416546831,48,Female,a high school diploma,White,married,unregistered,Independent,a conservative,"$30,000 to $39,999",only now and then,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose
1646682249,0.541560735870869,36,Male,a 4-year college degree,Black or African-American,married,registered,Democrat,a moderate,"$70,000 to $79,999",only now and then,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support
1646677603,2.02450108967456,27,Female,a 2-year college degree,Black or African-American,single,registered,Democrat,an extremely liberal,"$50,000 to $59,999",only now and then,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1646689579,0.509882682672989,25,Female,some college but no degree (yet),Black or African-American,single,registered,Democrat,an extremely liberal,"$60,000 to $69,999",most of the time,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose
1646681861,0.268004669534156,35,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",Hispanic or Latino,married,registered,Independent,a slightly conservative,"$100,000 to $119,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support
1646649693,0.735710063392639,24,Female,a high school diploma,Black or African-American,single,registered,Republican,a slightly liberal,"$40,000 to $49,999",hardly at all,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose
1646651615,0.418456528945599,49,Female,some college but no degree (yet),White,married,registered,Independent,a moderate,"$100,000 to $119,999",some of the time,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support
1646682277,1.44290489823067,62,Male,a high school diploma,White,married,unregistered,Independent,a moderate,"$50,000 to $59,999",only now and then,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose
1646682381,0.544344974110045,60,Male,a high school diploma,White,married,registered,Democrat,a liberal,"$80,000 to $99,999",some of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1646682291,0.561414695345493,40,Female,some college but no degree (yet),White,married,registered,Democrat,a liberal,"$40,000 to $49,999",most of the time,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646685531,0.68820280044671,46,Female,a 2-year college degree,White,single,registered,Independent,a moderate,"$70,000 to $79,999",only now and then,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646682409,1.06857367144662,50,Female,some college but no degree (yet),White,married,registered,Republican,a moderate,"$60,000 to $69,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose
1646682339,0.301252573874828,33,Female,a high school diploma,White,married,registered,Independent,a slightly conservative,"$30,000 to $39,999",some of the time,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support
1646688419,0.692617055548538,50,Female,a 4-year college degree,Black or African-American,divorced,registered,Democrat,a moderate,"$30,000 to $39,999",some of the time,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1646682241,0.649605761224353,64,Female,a 2-year college degree,White,widowed,registered,Republican,a moderate,"$80,000 to $99,999",some of the time,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support
1646685983,0.260679114529742,23,Female,a 2-year college degree,Native American,married,registered,Republican,a conservative,"$20,000 to $29,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support
1646649509,0.567807576039575,39,Male,some college but no degree (yet),White,single,registered,Independent,a moderate,"less than $10,000",most of the time,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646686119,3.27295834140674,28,Male,no high school diploma,Black or African-American,single,registered,Democrat,a liberal,"less than $10,000",only now and then,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646684607,0.155357335066188,62,Female,a 2-year college degree,Asian or Asian-American,divorced,registered,Independent,a slightly liberal,"$20,000 to $29,999",only now and then,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support
1646697773,1.56980164314544,42,Male,a high school diploma,Hispanic or Latino,married,registered,Democrat,an extremely liberal,"$120,000 to $149,999",most of the time,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support
1646682391,0.700617201336047,58,Male,a 2-year college degree,White,single,registered,Republican,a conservative,"less than $10,000",most of the time,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support
1646682319,0.803392209048639,38,Female,a 4-year college degree,Hispanic or Latino,married,registered,Democrat,a slightly liberal,"$120,000 to $149,999",hardly at all,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose
1646682253,0.190907824048227,22,Female,a high school diploma,Hispanic or Latino,single,registered,Democrat,a moderate,"$50,000 to $59,999",only now and then,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1646682203,1.03498009164997,48,Female,some college but no degree (yet),White,married,registered,Independent,a moderate,"$30,000 to $39,999",only now and then,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support
1646682303,1.26086156307376,27,Female,some college but no degree (yet),White,married,registered,Republican,a conservative,"$50,000 to $59,999",some of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support
1633306093,0.885890956904163,46,Female,a 4-year college degree,Hispanic or Latino,single,registered,Independent,a slightly liberal,"$40,000 to $49,999",most of the time,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646746207,1.51651732855205,37,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",Black or African-American,single,registered,Democrat,a slightly liberal,"$250,000 to $349,999",most of the time,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support
1646745713,0.28817013600056,38,Male,some college but no degree (yet),White,divorced,registered,Independent,a liberal,"$40,000 to $49,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646745449,1.31057932338734,21,Male,some college but no degree (yet),White,single,registered,Independent,a moderate,"$80,000 to $99,999",hardly at all,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646760289,0.473005283414389,28,Female,a 4-year college degree,Hispanic or Latino,single,registered,Democrat,a slightly liberal,"$100,000 to $119,999",only now and then,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support
1646746411,0.59256111997271,23,Female,a 4-year college degree,White,single,registered,Democrat,a liberal,"$30,000 to $39,999",some of the time,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646683903,0.281715408658001,50,Female,some college but no degree (yet),White,single,registered,Democrat,a slightly liberal,"$40,000 to $49,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose
1646690355,0.427190443756621,57,Female,some college but no degree (yet),White,married,registered,Democrat,a liberal,"$50,000 to $59,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646778105,1.59171180362714,28,Female,a 2-year college degree,Hispanic or Latino,separated,registered,Republican,a moderate,"$50,000 to $59,999",only now and then,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support
1646777007,0.785045519294622,71,Male,a 2-year college degree,White,divorced,registered,Republican,a conservative,"$20,000 to $29,999",some of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1646787415,0.375506492822515,55,Female,a 2-year college degree,Hispanic or Latino,married,registered,Republican,an extremely conservative,"$50,000 to $59,999",hardly at all,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support
1646784099,1.35585614014484,39,Male,a 2-year college degree,White,married,registered,Independent,a slightly conservative,"$20,000 to $29,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support
1646800441,0.787323815394814,70,Female,some college but no degree (yet),White,widowed,registered,Republican,a moderate,"$40,000 to $49,999",some of the time,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support
1641316379,0.48848265695584,68,Male,a 4-year college degree,White,married,registered,Independent,a conservative,"$40,000 to $49,999",some of the time,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support
1646800237,0.946726571340755,51,Male,a high school diploma,White,divorced,registered,Republican,an extremely liberal,"less than $10,000",most of the time,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support
1646682329,0.852293170051705,41,Male,some college but no degree (yet),White,married,registered,Republican,an extremely conservative,"$120,000 to $149,999",some of the time,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support
1646852799,1.94445940048594,68,Female,a high school diploma,Hispanic or Latino,married,registered,Independent,a slightly conservative,"$50,000 to $59,999",only now and then,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose
1646852559,0.539860946789499,46,Female,a 2-year college degree,White,single,registered,Republican,a conservative,"$10,000 to $19,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1644385751,0.905316194255563,23,Non-binary,some college but no degree (yet),White,single,registered,Democrat,an extremely liberal,"$10,000 to $19,999",some of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646857529,0.537637955720713,61,Female,a high school diploma,Black or African-American,single,registered,Independent,a conservative,"$10,000 to $19,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose
1646684461,0.877059004133458,38,Female,a 2-year college degree,Black or African-American,single,registered,Democrat,a slightly liberal,"$30,000 to $39,999",hardly at all,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support
1646862063,1.41708108674788,58,Male,no high school diploma,White,single,registered,Republican,an extremely conservative,"$10,000 to $19,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose
1646909245,0.655287442323207,30,Male,a 4-year college degree,Asian or Asian-American,single,registered,Democrat,a slightly liberal,"$80,000 to $99,999",only now and then,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646905081,0.526476045548403,30,Male,a 2-year college degree,White,married,registered,Independent,a moderate,"$40,000 to $49,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1646872619,0.813473286126659,52,Female,a high school diploma,Black or African-American,married,registered,Democrat,a moderate,"$100,000 to $119,999",some of the time,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose
1646744889,0.44405276286942,48,Female,a 2-year college degree,White,married,registered,Democrat,an extremely liberal,"$50,000 to $59,999",some of the time,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1645439801,0.853539526334457,38,Male,a high school diploma,White,married,registered,Republican,an extremely liberal,"$50,000 to $59,999",most of the time,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support
1646950467,0.950705548274467,76,Female,some college but no degree (yet),White,widowed,registered,Independent,a slightly liberal,"$20,000 to $29,999",only now and then,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1646978505,0.982000378892267,25,Female,a 4-year college degree,Hispanic or Latino,widowed,registered,Democrat,a liberal,"less than $10,000",some of the time,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support
1646962317,0.5438610956758,31,Male,some college but no degree (yet),White,married,registered,Independent,a moderate,"$40,000 to $49,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose
1643640577,0.71575257681004,38,Male,a 4-year college degree,White,married,registered,Democrat,a liberal,"$20,000 to $29,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1644117683,1.09940740539675,58,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a moderate,"$100,000 to $119,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support
1646943705,0.5202473706165,32,Female,some college but no degree (yet),White,married,registered,Independent,a moderate,"$60,000 to $69,999",most of the time,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1647008973,0.383046686882694,34,Female,some college but no degree (yet),Hispanic or Latino,married,registered,Independent,an extremely conservative,"$40,000 to $49,999",hardly at all,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support
1646620393,0.82200344173065,38,Female,a 4-year college degree,Hispanic or Latino,married,registered,Republican,a conservative,"$70,000 to $79,999",some of the time,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose
1646695973,1.03515137386301,51,Male,some college but no degree (yet),White,married,registered,Independent,a conservative,"$20,000 to $29,999",hardly at all,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support
1647009155,1.22872465591154,82,Male,a high school diploma,White,married,registered,Independent,an extremely conservative,"$70,000 to $79,999",some of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1644673935,0.682557916708926,83,Female,a high school diploma,White,married,registered,Democrat,an extremely liberal,"$50,000 to $59,999",most of the time,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1646997943,0.173229557315842,26,Female,a 4-year college degree,White,single,registered,Independent,a slightly liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1647075175,0.803212359523801,57,Female,a high school diploma,Hispanic or Latino,divorced,registered,Republican,a conservative,"$10,000 to $19,999",only now and then,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support
